,Time_sec,Y_S
996,0.0,
997,0.00333333333334546,
998,0.006666666666675761,
999,0.010000000000006063,
1000,0.013333333333351523,
1001,0.016666666666666666,0.178
1002,0.020000000000012126,0.181
1003,0.023333333333342428,0.184
1004,0.02666666666667273,0.184
1005,0.03000000000000303,0.184
1006,0.03333333333333333,0.184
1007,0.036666666666678796,0.184
1008,0.0400000000000091,0.184
1009,0.0433333333333394,0.184
1010,0.0466666666666697,0.184
1011,0.05,0.187
1012,0.05333333333334546,0.19
1013,0.05666666666667576,0.19
1014,0.06000000000000606,0.19
1015,0.06333333333335152,0.19
1016,0.06666666666668182,0.19
1017,0.07000000000001212,0.19
1018,0.07333333333334242,0.19
1019,0.07666666666667273,0.19
1020,0.0800000000000182,0.19
1021,0.08333333333333333,0.19
1022,0.0866666666666788,0.19
1023,0.0900000000000091,0.19
1024,0.0933333333333394,0.1925
1025,0.09666666666668486,0.1925
1026,0.1,0.1925
1027,0.10333333333334546,0.1925
1028,0.10666666666667576,0.19
1029,0.11000000000000607,0.19
1030,0.11333333333335152,0.19
1031,0.11666666666666667,0.19
1032,0.12000000000001212,0.19
1033,0.12333333333334243,0.19
1034,0.12666666666667273,0.19
1035,0.13000000000001818,0.19
1036,0.13333333333333333,0.19
1037,0.1366666666666788,0.19
1038,0.1400000000000091,0.19
1039,0.1433333333333394,0.19
1040,0.14666666666668485,0.19
1041,0.15,0.19
1042,0.15333333333334545,0.1925
1043,0.15666666666667575,0.195
1044,0.16000000000000605,0.195
1045,0.16333333333333636,0.195
1046,0.16666666666666666,0.195
1047,0.1700000000000121,0.195
1048,0.17333333333334242,0.195
1049,0.17666666666667272,0.195
1050,0.18000000000000302,0.195
1051,0.18333333333333332,0.195
1052,0.1866666666666788,0.195
1053,0.1900000000000091,0.195
1054,0.1933333333333394,0.195
1055,0.19666666666668486,0.195
1056,0.20000000000001517,0.195
1057,0.20333333333334547,0.195
1058,0.20666666666667577,0.195
1059,0.21000000000000607,0.195
1060,0.21333333333335153,0.195
1061,0.21666666666666667,0.195
1062,0.22000000000001213,0.195
1063,0.22333333333334243,0.195
1064,0.22666666666667273,0.195
1065,0.2300000000000182,0.195
1066,0.23333333333333334,0.198
1067,0.2366666666666788,0.201
1068,0.2400000000000091,0.20650000000000002
1069,0.2433333333333394,0.215
1070,0.24666666666668485,0.218
1071,0.25,0.218
1072,0.25333333333334546,0.221
1073,0.25666666666667576,0.224
1074,0.26000000000000606,0.224
1075,0.2633333333333515,0.224
1076,0.26666666666666666,0.224
1077,0.2700000000000121,0.224
1078,0.2733333333333424,0.224
1079,0.2766666666666727,0.224
1080,0.2800000000000182,0.224
1081,0.2833333333333333,0.224
1082,0.2866666666666788,0.224
1083,0.2900000000000091,0.224
1084,0.2933333333333394,0.224
1085,0.2966666666666697,0.224
1086,0.3,0.224
1087,0.30333333333334545,0.224
1088,0.30666666666667575,0.224
1089,0.31000000000000605,0.224
1090,0.31333333333333635,0.224
1091,0.31666666666666665,0.224
1092,0.3200000000000121,0.224
1093,0.3233333333333424,0.224
1094,0.3266666666666727,0.224
1095,0.33000000000001817,0.224
1096,0.33333333333334847,0.224
1097,0.33666666666667877,0.224
1098,0.3400000000000091,0.224
1099,0.3433333333333394,0.224
1100,0.34666666666668483,0.2255
1101,0.35,0.2255
1102,0.35333333333334543,0.228
1103,0.35666666666667574,0.229
1104,0.36000000000000604,0.229
1105,0.36333333333335155,0.229
1106,0.36666666666666664,0.229
1107,0.37000000000001215,0.229
1108,0.37333333333334245,0.229
1109,0.37666666666667276,0.229
1110,0.3800000000000182,0.229
1111,0.38333333333333336,0.229
1112,0.3866666666666788,0.229
1113,0.3900000000000091,0.229
1114,0.3933333333333394,0.229
1115,0.3966666666666849,0.229
1116,0.4,0.2265
1117,0.4033333333333455,0.2265
1118,0.4066666666666758,0.2265
1119,0.4100000000000061,0.229
1120,0.41333333333335154,0.229
1121,0.4166666666666667,0.229
1122,0.42000000000001214,0.229
1123,0.42333333333334244,0.229
1124,0.42666666666667274,0.229
1125,0.43000000000000305,0.23199999999999998
1126,0.43333333333333335,0.235
1127,0.4366666666666788,0.2405
1128,0.4400000000000091,0.249
1129,0.4433333333333394,0.252
1130,0.4466666666666697,0.252
1131,0.45,0.252
1132,0.45333333333334547,0.252
1133,0.45666666666667577,0.252
1134,0.46000000000000607,0.255
1135,0.4633333333333515,0.258
1136,0.46666666666668183,0.258
1137,0.47000000000001213,0.258
1138,0.47333333333334243,0.258
1139,0.47666666666667273,0.258
1140,0.4800000000000182,0.258
1141,0.48333333333333334,0.2565
1142,0.4866666666666788,0.258
1143,0.4900000000000091,0.258
1144,0.4933333333333394,0.258
1145,0.49666666666668485,0.258
1146,0.5,0.258
1147,0.5033333333333455,0.258
1148,0.5066666666666758,0.258
1149,0.5100000000000061,0.258
1150,0.5133333333333515,0.258
1151,0.5166666666666667,0.258
1152,0.5200000000000121,0.258
1153,0.5233333333333424,0.2605
1154,0.5266666666666727,0.2605
1155,0.5300000000000182,0.2605
1156,0.5333333333333333,0.2605
1157,0.5366666666666788,0.258
1158,0.5400000000000091,0.258
1159,0.5433333333333394,0.258
1160,0.5466666666666848,0.258
1161,0.55,0.258
1162,0.5533333333333454,0.258
1163,0.5566666666666757,0.258
1164,0.560000000000006,0.258
1165,0.5633333333333364,0.258
1166,0.5666666666666667,0.258
1167,0.5700000000000122,0.258
1168,0.5733333333333425,0.258
1169,0.5766666666666728,0.258
1170,0.5800000000000031,0.2605
1171,0.5833333333333334,0.263
1172,0.5866666666666788,0.263
1173,0.5900000000000091,0.263
1174,0.5933333333333394,0.266
1175,0.5966666666666849,0.272
1176,0.6000000000000152,0.275
1177,0.6033333333333455,0.275
1178,0.6066666666666758,0.275
1179,0.6100000000000061,0.2775
1180,0.6133333333333515,0.28
1181,0.6166666666666667,0.28
1182,0.6200000000000121,0.28
1183,0.6233333333333424,0.28
1184,0.6266666666666727,0.28300000000000003
1185,0.6300000000000182,0.286
1186,0.6333333333333333,0.286
1187,0.6366666666666788,0.286
1188,0.6400000000000091,0.286
1189,0.6433333333333394,0.286
1190,0.6466666666666848,0.286
1191,0.65,0.286
1192,0.6533333333333454,0.286
1193,0.6566666666666757,0.286
1194,0.660000000000006,0.286
1195,0.6633333333333515,0.286
1196,0.6666666666666666,0.286
1197,0.6700000000000121,0.286
1198,0.6733333333333424,0.286
1199,0.6766666666666727,0.286
1200,0.6800000000000181,0.286
1201,0.6833333333333333,0.286
1202,0.6866666666666787,0.286
1203,0.690000000000009,0.286
1204,0.6933333333333394,0.286
