,Time_sec,Y_S
189,0.0,
190,0.00333333333334546,
191,0.006666666666660603,
192,0.010000000000006063,
193,0.013333333333336365,
194,0.016666666666666666,0.164
195,0.020000000000012126,0.167
196,0.02333333333332727,0.167
197,0.02666666666667273,0.167
198,0.03000000000000303,0.167
199,0.03333333333333333,0.167
200,0.036666666666663635,0.167
201,0.039999999999993936,0.167
202,0.0433333333333394,0.167
203,0.0466666666666697,0.167
204,0.05,0.167
205,0.053333333333330304,0.1685
206,0.056666666666660606,0.17149999999999999
207,0.06000000000000606,0.173
208,0.06333333333333636,0.173
209,0.06666666666666667,0.173
210,0.06999999999999697,0.173
211,0.07333333333332727,0.173
212,0.07666666666667273,0.1755
213,0.08000000000000303,0.178
214,0.08333333333333333,0.178
215,0.08666666666666363,0.178
216,0.08999999999999393,0.178
217,0.0933333333333394,0.181
218,0.0966666666666697,0.181
219,0.1,0.184
220,0.10333333333333031,0.187
221,0.10666666666666061,0.19
222,0.11000000000000607,0.19
223,0.11333333333333637,0.19
224,0.11666666666666667,0.19
225,0.11999999999999697,0.19
226,0.12333333333332727,0.19
227,0.12666666666667273,0.19
228,0.13000000000000303,0.19
229,0.13333333333333333,0.19
230,0.1366666666666788,0.19
231,0.13999999999999393,0.1915
232,0.1433333333333394,0.194
233,0.1466666666666697,0.195
234,0.15,0.195
235,0.15333333333334545,0.195
236,0.1566666666666606,0.195
237,0.16000000000000605,0.195
238,0.16333333333333636,0.195
239,0.16666666666666666,0.195
240,0.16999999999999696,0.195
241,0.17333333333332726,0.195
242,0.17666666666667272,0.195
243,0.18000000000000302,0.195
244,0.18333333333333332,0.195
245,0.18666666666666362,0.195
246,0.18999999999999392,0.195
247,0.1933333333333394,0.195
248,0.1966666666666697,0.198
249,0.2,0.20400000000000001
250,0.2033333333333303,0.207
251,0.20666666666666061,0.207
252,0.21000000000000607,0.2085
253,0.21333333333333637,0.211
254,0.21666666666666667,0.212
255,0.21999999999999698,0.212
256,0.22333333333332728,0.212
257,0.22666666666667273,0.215
258,0.23000000000000304,0.218
259,0.23333333333333334,0.218
260,0.23666666666666364,0.218
261,0.23999999999999394,0.218
262,0.2433333333333394,0.218
263,0.2466666666666697,0.218
264,0.25,0.218
265,0.2533333333333303,0.221
266,0.2566666666666606,0.221
267,0.26000000000000606,0.224
268,0.26333333333333636,0.224
269,0.26666666666666666,0.224
270,0.2700000000000121,0.224
271,0.27333333333332727,0.224
272,0.2766666666666727,0.224
273,0.280000000000003,0.224
274,0.2833333333333333,0.224
275,0.2866666666666788,0.2225
276,0.28999999999999393,0.2225
277,0.2933333333333394,0.2225
278,0.2966666666666697,0.224
279,0.3,0.224
280,0.3033333333333303,0.224
281,0.3066666666666606,0.224
282,0.31000000000000605,0.224
283,0.31333333333333635,0.224
284,0.31666666666666665,0.224
285,0.31999999999999695,0.224
286,0.32333333333332726,0.224
